date,root,close,volume
2021-12-13,ES,4668.75,1605196
2021-12-14,ES,4637.0,1211592
2021-12-15,ES,4709.5,673190
2021-12-16,ES,4668.75,435986
2021-12-17,ES,4636.4599609375,2472118
2021-12-20,ES,4558.5,2097624
2021-12-21,ES,4640.75,1493880
2021-12-22,ES,4686.0,1104688
2021-12-23,ES,4715.75,978022
2021-12-27,ES,4782.25,898698
2021-12-28,ES,4778.5,954520
2021-12-29,ES,4784.5,876030
2021-12-30,ES,4772.25,753935
2021-12-31,ES,4758.5,954083
2022-01-03,ES,4786.0,1322362
2022-01-04,ES,4784.25,1392809
2022-01-05,ES,4692.5,1856376
2022-01-06,ES,4687.5,1862918
2022-01-07,ES,4667.75,1618440
2022-01-10,ES,4662.25,2231980
2022-01-11,ES,4705.0,1729004
2022-01-12,ES,4716.25,1583216
2022-01-13,ES,4652.0,1824612
2022-01-14,ES,4654.75,2010610
2022-01-18,ES,4571.25,2268240
2022-01-19,ES,4524.25,2001348
2022-01-20,ES,4474.75,2040704
2022-01-21,ES,4390.0,3012106
2022-01-24,ES,4403.75,3846785
2022-01-25,ES,4349.0,2483392
2022-01-26,ES,4341.5,2423103
2022-01-27,ES,4317.75,2295458
2022-01-28,ES,4423.25,2251268
2022-01-31,ES,4504.25,1846145
2022-02-01,ES,4535.0,1618163
2022-02-02,ES,4577.25,1624220
2022-02-03,ES,4469.0,1800714
2022-02-04,ES,4492.5,1957881
2022-02-07,ES,4475.75,1495143
2022-02-08,ES,4512.5,1459766
2022-02-09,ES,4577.75,1383317
2022-02-10,ES,4497.5,2403026
2022-02-11,ES,4409.5,2479025
2022-02-14,ES,4394.0,2098618
2022-02-15,ES,4464.5,1523305
2022-02-16,ES,4470.0,1426847
2022-02-17,ES,4374.5,1629730
2022-02-18,ES,4343.5,1824590
2022-02-22,ES,4300.0,2589159
2022-02-23,ES,4222.0,1914227
2022-02-24,ES,4284.0,2945330
2022-02-25,ES,4380.0,1950397
2022-02-28,ES,4368.0,2189820
2022-03-01,ES,4303.75,1869277
2022-03-02,ES,4381.75,1712970
2022-03-03,ES,4359.25,1547676
2022-03-04,ES,4327.25,1842722
2022-03-07,ES,4198.5,1902001
2022-03-08,ES,4168.75,2333021
2022-03-09,ES,4275.25,1659520
2022-03-10,ES,4257.25,1745090
2022-03-11,ES,4201.5,1645055
2022-03-14,ES,4172.0,1438651
2022-03-15,ES,4262.0,1085846
2022-03-16,ES,4358.0,722600
2022-03-17,ES,4410.25,434642
2022-03-18,ES,4409.35009765625,1405299
2022-03-21,ES,4452.25,1375090
2022-03-22,ES,4505.0,1205860
2022-03-23,ES,4447.5,1336967
2022-03-24,ES,4512.5,1221569
2022-03-25,ES,4536.5,1251078
2022-03-28,ES,4568.0,1182527
2022-03-29,ES,4625.5,1353683
2022-03-30,ES,4596.0,1206203
2022-03-31,ES,4530.75,1650667
2022-04-01,ES,4539.25,1441126
2022-04-04,ES,4577.75,1025558
2022-04-05,ES,4520.25,1303877
2022-04-06,ES,4475.75,1803684
2022-04-07,ES,4496.25,1446250
2022-04-08,ES,4483.5,1358450
2022-04-11,ES,4409.0,1431371
2022-04-12,ES,4393.0,1739771
2022-04-13,ES,4442.25,1254348
2022-04-14,ES,4387.5,1396074
2022-04-18,ES,4386.75,1149765
2022-04-19,ES,4459.25,1465764
2022-04-20,ES,4455.5,1423396
2022-04-21,ES,4390.5,1704137
2022-04-22,ES,4267.25,2039961
2022-04-25,ES,4292.75,2280374
2022-04-26,ES,4170.5,2018166
2022-04-27,ES,4180.25,2035627
2022-04-28,ES,4283.5,1798644
2022-04-29,ES,4127.5,2117160
2022-05-02,ES,4151.0,2351404
2022-05-03,ES,4169.25,1678497
2022-05-04,ES,4295.25,1783477
2022-05-05,ES,4143.25,2389422
2022-05-06,ES,4119.5,2310919
2022-05-09,ES,3987.5,2139992
2022-05-10,ES,3996.75,2247750
2022-05-11,ES,3930.25,2157244
2022-05-12,ES,3927.25,2380563
2022-05-13,ES,4019.75,1859074
2022-05-16,ES,4004.75,1695198
2022-05-17,ES,4084.75,1716498
2022-05-18,ES,3922.75,2202394
2022-05-19,ES,3897.75,2317604
2022-05-20,ES,3899.5,2408399
2022-05-23,ES,3971.75,1736162
2022-05-24,ES,3940.5,2017453
2022-05-25,ES,3976.75,1744116
2022-05-26,ES,4055.75,1493132
2022-05-27,ES,4155.75,1547507
2022-05-31,ES,4131.25,2222573
2022-06-01,ES,4099.0,1912031
2022-06-02,ES,4175.25,1513748
2022-06-03,ES,4107.0,1532766
2022-06-06,ES,4120.5,1457918
2022-06-07,ES,4158.75,1677883
2022-06-08,ES,4114.0,1706628
2022-06-09,ES,4016.25,2024783
2022-06-10,ES,3899.0,2117225
2022-06-13,ES,3750.5,2155159
2022-06-14,ES,3736.75,1341257
2022-06-15,ES,3789.25,777545
2022-06-16,ES,3668.25,544027
2022-06-17,ES,3663.760009765625,2207570
2022-06-21,ES,3767.75,1566039
2022-06-22,ES,3762.75,1660579
2022-06-23,ES,3799.75,1607695
2022-06-24,ES,3916.25,1563128
2022-06-27,ES,3903.75,1497368
2022-06-28,ES,3825.5,1791690
2022-06-29,ES,3821.25,1717770
2022-06-30,ES,3789.5,2394361
2022-07-01,ES,3827.25,1752977
2022-07-05,ES,3834.0,2031501
2022-07-06,ES,3848.25,1684324
2022-07-07,ES,3905.0,1314443
2022-07-08,ES,3901.25,1485497
2022-07-11,ES,3856.75,1486103
2022-07-12,ES,3823.75,1640864
2022-07-13,ES,3804.5,2157968
2022-07-14,ES,3793.25,1916260
2022-07-15,ES,3865.0,1523753
2022-07-18,ES,3833.75,1439590
2022-07-19,ES,3937.5,1611604
2022-07-20,ES,3962.5,1734355
2022-07-21,ES,4001.25,1821097
2022-07-22,ES,3965.0,1736592
2022-07-25,ES,3970.0,1493471
2022-07-26,ES,3923.25,1589161
2022-07-27,ES,4024.5,1740431
2022-07-28,ES,4073.5,2014467
2022-07-29,ES,4133.5,1919598
2022-08-01,ES,4120.5,1776936
2022-08-02,ES,4093.75,1892241
2022-08-03,ES,4156.25,1696602
2022-08-04,ES,4152.25,1245063
2022-08-05,ES,4146.75,1722401
2022-08-08,ES,4141.75,1536449
2022-08-09,ES,4124.5,1280085
2022-08-10,ES,4210.0,1627940
2022-08-11,ES,4209.75,1598130
2022-08-12,ES,4281.0,1300170
2022-08-15,ES,4298.25,1317241
2022-08-16,ES,4307.75,1363248
2022-08-17,ES,4276.75,1638797
2022-08-18,ES,4286.5,1366220
2022-08-19,ES,4231.5,1701251
2022-08-22,ES,4141.25,1724203
2022-08-23,ES,4130.5,1575674
2022-08-24,ES,4142.75,1348612
2022-08-25,ES,4201.0,1635476
2022-08-26,ES,4059.5,2241117
2022-08-29,ES,4031.25,1963446
2022-08-30,ES,3987.5,2555455
2022-08-31,ES,3956.5,2366488
2022-09-01,ES,3968.75,2212034
2022-09-02,ES,3924.5,2510355
2022-09-06,ES,3910.5,2360326
2022-09-07,ES,3980.0,1956209
2022-09-08,ES,4005.5,2356008
2022-09-09,ES,4067.25,1677890
2022-09-12,ES,4110.75,1718859
2022-09-13,ES,3931.25,1418271
2022-09-14,ES,3947.5,662596
2022-09-15,ES,3902.0,438921
2022-09-16,ES,3871.239990234375,2688630
2022-09-19,ES,3917.25,2100098
2022-09-20,ES,3872.75,2357296
2022-09-21,ES,3806.25,2440206
2022-09-22,ES,3772.0,2578314
2022-09-23,ES,3709.0,2913560
2022-09-26,ES,3670.0,2899415
2022-09-27,ES,3661.0,2963065
2022-09-28,ES,3732.0,2780935
2022-09-29,ES,3654.25,2860631
2022-09-30,ES,3601.5,2976179
2022-10-03,ES,3690.25,2315515
2022-10-04,ES,3803.25,2381497
2022-10-05,ES,3794.0,2089198
2022-10-06,ES,3756.75,2157569
2022-10-07,ES,3653.25,2238683
2022-10-10,ES,3625.25,2024447
2022-10-11,ES,3599.25,2398140
2022-10-12,ES,3588.5,1948173
2022-10-13,ES,3681.75,3288646
2022-10-14,ES,3597.5,2730405
2022-10-17,ES,3689.25,1951998
2022-10-18,ES,3732.75,2746886
2022-10-19,ES,3707.25,2348844
2022-10-20,ES,3675.25,2403705
2022-10-21,ES,3764.0,2681019
2022-10-24,ES,3809.25,2109780
2022-10-25,ES,3870.25,1836723
2022-10-26,ES,3841.0,2118534
2022-10-27,ES,3819.5,2211786
2022-10-28,ES,3911.25,2084386
2022-10-31,ES,3883.0,2002625
2022-11-01,ES,3866.0,1895614
2022-11-02,ES,3768.75,2210708
2022-11-03,ES,3727.75,1887557
2022-11-04,ES,3779.5,2494788
2022-11-07,ES,3815.25,1483146
2022-11-08,ES,3835.25,1878046
2022-11-09,ES,3755.5,1889153
2022-11-10,ES,3961.0,2408104
2022-11-11,ES,4000.25,1927068
2022-11-14,ES,3966.0,1592615
2022-11-15,ES,3999.5,2230543
2022-11-16,ES,3968.5,1502501
2022-11-17,ES,3955.25,1560808
2022-11-18,ES,3974.0,1534155
2022-11-21,ES,3958.0,1178421
2022-11-22,ES,4010.25,1161999
2022-11-23,ES,4033.0,1281153
2022-11-25,ES,4032.5,608795
2022-11-28,ES,3970.25,1481503
2022-11-29,ES,3962.0,1500171
2022-11-30,ES,4081.25,2479997
2022-12-01,ES,4081.75,1834073
2022-12-02,ES,4075.5,1849784
2022-12-05,ES,4003.25,1497688
2022-12-06,ES,3945.0,1869101
2022-12-07,ES,3936.75,1756473
2022-12-08,ES,3965.75,1708915
2022-12-09,ES,3936.25,1739761
2022-12-12,ES,3991.75,1619977
2022-12-13,ES,4022.25,1419560
2022-12-14,ES,3998.0,712439
2022-12-15,ES,3897.0,560669
2022-12-16,ES,3871.469970703125,1965701
2022-12-19,ES,3845.5,1405774
2022-12-20,ES,3849.25,1541868
2022-12-21,ES,3905.75,1522069
2022-12-22,ES,3849.25,1842326
2022-12-23,ES,3869.75,1374913
2022-12-27,ES,3855.0,1006414
2022-12-28,ES,3807.5,1282810
2022-12-29,ES,3871.75,1146984
2022-12-30,ES,3861.0,1401810
2023-01-03,ES,3846.0,1782473
2023-01-04,ES,3874.5,1912155
2023-01-05,ES,3829.0,1679973
2023-01-06,ES,3915.5,2026154
2023-01-09,ES,3913.75,1697887
2023-01-10,ES,3940.75,1520955
2023-01-11,ES,3990.0,1398769
2023-01-12,ES,4003.5,2102587
2023-01-13,ES,4018.25,1456784
2023-01-17,ES,4009.5,1423931
2023-01-18,ES,3945.75,1902551
2023-01-19,ES,3915.5,1896890
2023-01-20,ES,3988.5,1620355
2023-01-23,ES,4036.5,1594736
2023-01-24,ES,4032.75,1472856
2023-01-25,ES,4032.0,1760515
2023-01-26,ES,4075.5,1613804
2023-01-27,ES,4084.25,1587936
2023-01-30,ES,4032.5,1786112
2023-01-31,ES,4090.0,1790751
2023-02-01,ES,4132.25,2000400
2023-02-02,ES,4191.5,2290729
2023-02-03,ES,4147.75,2354996
2023-02-06,ES,4123.5,1560324
2023-02-07,ES,4175.75,2180936
2023-02-08,ES,4130.5,1804101
2023-02-09,ES,4091.75,1828571
2023-02-10,ES,4099.75,1744956
2023-02-13,ES,4147.25,1376325
2023-02-14,ES,4145.5,2379034
2023-02-15,ES,4158.25,1611550
2023-02-16,ES,4099.75,2042993
2023-02-17,ES,4087.5,2008448
2023-02-21,ES,4005.75,1883040
2023-02-22,ES,3999.0,1925300
2023-02-23,ES,4018.75,1955820
2023-02-24,ES,3975.75,2063242
2023-02-27,ES,3988.0,1621961
2023-02-28,ES,3975.5,1847930
2023-03-01,ES,3956.5,2042321
2023-03-02,ES,3984.75,1836555
2023-03-03,ES,4049.75,1665102
2023-03-06,ES,4052.5,1528845
2023-03-07,ES,3989.75,2141615
2023-03-08,ES,3995.0,1831712
2023-03-09,ES,3920.0,2547423
2023-03-10,ES,3862.75,3285811
2023-03-13,ES,3856.75,2750477
2023-03-14,ES,3920.5,1606509
2023-03-15,ES,3892.75,833643
2023-03-16,ES,3960.5,466914
2023-03-17,ES,3957.050048828125,2224268
2023-03-20,ES,3983.0,1818807
2023-03-21,ES,4035.75,1531670
2023-03-22,ES,3970.5,1802929
2023-03-23,ES,3978.0,2236954
2023-03-24,ES,4001.25,1944981
2023-03-27,ES,4007.25,1304572
2023-03-28,ES,4001.5,1224495
2023-03-29,ES,4057.5,1389352
2023-03-30,ES,4080.0,1328529
2023-03-31,ES,4137.75,1695840
2023-04-03,ES,4153.75,1380286
2023-04-04,ES,4129.0,1582414
2023-04-05,ES,4117.25,1470176
2023-04-06,ES,4132.0,73009
2023-04-10,ES,4136.25,1167715
2023-04-11,ES,4136.5,1221824
2023-04-12,ES,4119.0,1853671
2023-04-13,ES,4172.75,1458785
2023-04-14,ES,4163.75,1882896
2023-04-17,ES,4176.75,1298123
2023-04-18,ES,4180.0,1427797
2023-04-19,ES,4178.5,1292622
2023-04-20,ES,4152.5,1768379
2023-04-21,ES,4156.75,1645161
2023-04-24,ES,4159.5,1328041
2023-04-25,ES,4093.25,1770908
2023-04-26,ES,4076.0,1814741
2023-04-27,ES,4153.75,1686692
2023-04-28,ES,4188.5,1753803
2023-05-01,ES,4185.75,1240490
2023-05-02,ES,4136.75,2034176
2023-05-03,ES,4107.5,1658392
2023-05-04,ES,4075.75,1994772
2023-05-05,ES,4150.25,1545895
2023-05-08,ES,4152.75,1026014
2023-05-09,ES,4134.0,1000924
2023-05-10,ES,4152.0,1887587
2023-05-11,ES,4143.75,1473383
2023-05-12,ES,4138.0,1434601
2023-05-15,ES,4150.0,1179165
2023-05-16,ES,4123.0,1316691
2023-05-17,ES,4171.5,1584910
2023-05-18,ES,4212.0,1760668
2023-05-19,ES,4204.75,1713351
2023-05-22,ES,4205.0,1302845
2023-05-23,ES,4158.75,1685056
2023-05-24,ES,4126.0,1911903
2023-05-25,ES,4159.75,1966626
2023-05-26,ES,4213.25,1744425
2023-05-30,ES,4215.0,1957579
2023-05-31,ES,4190.5,2138566
2023-06-01,ES,4228.0,1868363
2023-06-02,ES,4288.0,1955603
2023-06-05,ES,4281.0,1668759
2023-06-06,ES,4289.75,1548125
2023-06-07,ES,4274.25,1925195
2023-06-08,ES,4298.25,1664333
2023-06-09,ES,4304.75,2176645
2023-06-12,ES,4342.75,1665175
2023-06-13,ES,4371.75,1317118
2023-06-14,ES,4374.25,758316
2023-06-15,ES,4426.5,486414
2023-06-16,ES,4453.35009765625,1895105
2023-06-20,ES,4434.75,1540416
2023-06-21,ES,4409.25,1468258
2023-06-22,ES,4423.75,1384002
2023-06-23,ES,4389.0,1550992
2023-06-26,ES,4370.25,1622416
2023-06-27,ES,4418.75,1512256
2023-06-28,ES,4417.5,1689461
2023-06-29,ES,4435.75,1628750
2023-06-30,ES,4488.25,1774940
2023-07-03,ES,4492.25,641289
2023-07-05,ES,4483.75,1193759
2023-07-06,ES,4447.0,1741520
2023-07-07,ES,4434.0,1691644
2023-07-10,ES,4444.25,1361155
2023-07-11,ES,4473.5,1340232
2023-07-12,ES,4507.5,1784296
2023-07-13,ES,4543.5,1158193
2023-07-14,ES,4536.75,1381069
2023-07-17,ES,4553.75,1057965
2023-07-18,ES,4587.75,1301460
2023-07-19,ES,4597.0,1538747
2023-07-20,ES,4565.5,1527727
2023-07-21,ES,4564.75,1432643
2023-07-24,ES,4583.5,1203661
2023-07-25,ES,4596.0,1219737
2023-07-26,ES,4595.25,1372426
2023-07-27,ES,4564.25,1924565
2023-07-28,ES,4606.5,1573973
2023-07-31,ES,4614.5,1299434
2023-08-01,ES,4601.25,1212261
2023-08-02,ES,4537.25,1917865
2023-08-03,ES,4521.75,1764076
2023-08-04,ES,4498.0,2044936
2023-08-07,ES,4537.75,1397301
2023-08-08,ES,4518.5,1696546
2023-08-09,ES,4485.75,1640285
2023-08-10,ES,4485.75,2227022
2023-08-11,ES,4480.75,1511048
2023-08-14,ES,4506.0,1277132
2023-08-15,ES,4454.0,1492516
2023-08-16,ES,4420.0,1499218
2023-08-17,ES,4384.5,1630481
2023-08-18,ES,4382.75,1746289
2023-08-21,ES,4412.5,1361470
2023-08-22,ES,4399.25,1375651
2023-08-23,ES,4447.0,1306640
2023-08-24,ES,4386.0,1783795
2023-08-25,ES,4414.25,1853335
2023-08-28,ES,4442.25,1266414
2023-08-29,ES,4506.75,1444714
2023-08-30,ES,4524.25,1397669
2023-08-31,ES,4516.0,1395751
2023-09-01,ES,4521.5,1416762
2023-09-05,ES,4502.5,1391805
2023-09-06,ES,4471.5,1600128
2023-09-07,ES,4456.25,1602226
2023-09-08,ES,4461.75,1686158
2023-09-11,ES,4490.25,1714266
2023-09-12,ES,4465.0,1153961
2023-09-13,ES,4468.75,690872
2023-09-14,ES,4506.0,454906
2023-09-15,ES,4491.72021484375,1825966
2023-09-18,ES,4501.5,1155158
2023-09-19,ES,4490.0,1422950
2023-09-20,ES,4447.0,1482206
2023-09-21,ES,4372.0,1998638
2023-09-22,ES,4361.0,1736576
2023-09-25,ES,4378.75,1561595
2023-09-26,ES,4314.75,1758048
2023-09-27,ES,4313.5,1965913
2023-09-28,ES,4337.5,2012088
2023-09-29,ES,4325.5,2106053
2023-10-02,ES,4324.25,1950463
2023-10-03,ES,4264.75,2256808
2023-10-04,ES,4297.75,2168271
2023-10-05,ES,4290.75,1673477
2023-10-06,ES,4341.5,2216456
2023-10-09,ES,4368.75,1485254
2023-10-10,ES,4391.5,1610271
2023-10-11,ES,4409.75,1489644
2023-10-12,ES,4380.5,1881573
2023-10-13,ES,4357.25,2159101
2023-10-16,ES,4401.0,1668948
2023-10-17,ES,4401.75,1879736
2023-10-18,ES,4342.25,2271572
2023-10-19,ES,4303.0,2741942
2023-10-20,ES,4248.5,2328806
2023-10-23,ES,4241.75,1963670
2023-10-24,ES,4271.25,1807092
2023-10-25,ES,4209.75,1981633
2023-10-26,ES,4156.5,2419407
2023-10-27,ES,4137.75,2195767
2023-10-30,ES,4185.75,1904610
2023-10-31,ES,4212.25,1836212
2023-11-01,ES,4256.0,2027080
2023-11-02,ES,4335.75,1819596
2023-11-03,ES,4376.0,1803552
2023-11-06,ES,4384.25,1348878
2023-11-07,ES,4396.0,1371257
2023-11-08,ES,4399.5,1390288
2023-11-09,ES,4362.25,1972630
2023-11-10,ES,4430.5,1752002
2023-11-13,ES,4425.25,1276182
2023-11-14,ES,4511.0,1901847
2023-11-15,ES,4519.25,1573452
2023-11-16,ES,4523.25,1491734
2023-11-17,ES,4527.5,1331912
2023-11-20,ES,4562.25,1220790
2023-11-21,ES,4551.25,1101669
2023-11-22,ES,4567.25,1403636
2023-11-23,ES,4569.5,1403636
2023-11-24,ES,4568.25,572702
2023-11-27,ES,4561.0,1124213
2023-11-28,ES,4563.0,1441119
2023-11-29,ES,4559.25,1592398
2023-11-30,ES,4576.75,2056268
2023-12-01,ES,4600.75,1914151
2023-12-04,ES,4576.5,1818991
2023-12-05,ES,4575.0,1890825
2023-12-06,ES,4556.0,1837961
2023-12-07,ES,4589.5,1832361
2023-12-08,ES,4607.5,2289425
2023-12-11,ES,4626.0,1663229
2023-12-12,ES,4645.75,1052077
2023-12-13,ES,4708.25,739684
2023-12-14,ES,4721.75,560819
2023-12-15,ES,4694.27001953125,1801823
2023-12-18,ES,4793.0,1139029
2023-12-19,ES,4820.25,1122973
2023-12-20,ES,4749.75,1749145
2023-12-21,ES,4796.75,1687065
2023-12-22,ES,4805.25,1326697
2023-12-26,ES,4825.0,688201
2023-12-27,ES,4833.5,1042284
2023-12-28,ES,4832.25,927035
2023-12-29,ES,4820.0,1281733
2024-01-02,ES,4787.25,1678142
2024-01-03,ES,4746.5,1707174
2024-01-04,ES,4729.5,1395366
2024-01-05,ES,4734.75,1767245
2024-01-08,ES,4801.25,1417728
2024-01-09,ES,4792.75,1369103
2024-01-10,ES,4820.25,1377780
2024-01-11,ES,4815.5,1795564
2024-01-12,ES,4816.5,1519899
2024-01-16,ES,4798.5,1905532
2024-01-17,ES,4771.25,1663328
2024-01-18,ES,4811.25,1746936
2024-01-19,ES,4869.5,1876757
2024-01-22,ES,4881.0,1356050
2024-01-23,ES,4895.0,1130749
2024-01-24,ES,4898.0,1586824
2024-01-25,ES,4923.25,1532026
2024-01-26,ES,4916.25,1363612
2024-01-29,ES,4954.5,1197989
2024-01-30,ES,4951.0,1157425
2024-01-31,ES,4870.5,2285993
2024-02-01,ES,4928.5,1835510
2024-02-02,ES,4980.25,1957796
2024-02-05,ES,4962.0,1504676
2024-02-06,ES,4974.75,1267419
2024-02-07,ES,5015.25,1336172
2024-02-08,ES,5017.75,997431
2024-02-09,ES,5044.0,1212336
2024-02-12,ES,5041.25,1141487
2024-02-13,ES,4971.25,2112726
2024-02-14,ES,5018.0,1632071
2024-02-15,ES,5046.5,1361757
2024-02-16,ES,5019.75,1527729
2024-02-20,ES,4991.5,1609827
2024-02-21,ES,4996.25,1485687
2024-02-22,ES,5097.75,1738869
2024-02-23,ES,5101.5,1340050
2024-02-26,ES,5080.25,1094682
2024-02-27,ES,5090.0,1026819
2024-02-28,ES,5081.0,1201011
2024-02-29,ES,5103.75,1790702
2024-03-01,ES,5146.0,1597331
2024-03-04,ES,5138.25,1208040
2024-03-05,ES,5085.75,1885769
2024-03-06,ES,5111.75,1996223
2024-03-07,ES,5161.75,1791666
2024-03-08,ES,5129.0,2786680
2024-03-11,ES,5123.0,1840000
2024-03-12,ES,5177.25,1211911
2024-03-13,ES,5168.0,540170
2024-03-14,ES,5153.75,476074
2024-03-15,ES,5101.669921875,1927775
2024-03-18,ES,5214.75,1377276
2024-03-19,ES,5241.75,1440289
2024-03-20,ES,5286.75,1404974
2024-03-21,ES,5302.5,1326994
2024-03-22,ES,5293.25,1162606
2024-03-25,ES,5278.25,920608
2024-03-26,ES,5265.25,1092706
2024-03-27,ES,5308.25,1487671
2024-03-28,ES,5308.5,1317836
2024-04-01,ES,5295.25,1125234
2024-04-02,ES,5260.5,1426691
2024-04-03,ES,5266.5,1402981
2024-04-04,ES,5197.25,1941274
2024-04-05,ES,5253.0,1908306
2024-04-08,ES,5253.25,1167648
2024-04-09,ES,5260.25,1651973
2024-04-10,ES,5207.75,2369864
2024-04-11,ES,5243.25,1762470
2024-04-12,ES,5167.5,2005106
2024-04-15,ES,5104.0,2226105
2024-04-16,ES,5092.5,2098015
2024-04-17,ES,5062.25,1928645
2024-04-18,ES,5049.0,1701401
2024-04-19,ES,5003.75,2357143
2024-04-22,ES,5047.5,1584393
2024-04-23,ES,5106.5,1357493
2024-04-24,ES,5107.5,1512469
2024-04-25,ES,5082.25,1887635
2024-04-26,ES,5131.5,1455855
2024-04-29,ES,5147.0,1163440
2024-04-30,ES,5067.0,1675335
2024-05-01,ES,5046.5,1955160
2024-05-02,ES,5091.5,1573131
2024-05-03,ES,5154.75,1604172
2024-05-06,ES,5206.5,1019307
2024-05-07,ES,5213.75,1106457
2024-05-08,ES,5212.75,1013418
2024-05-09,ES,5239.0,1094931
2024-05-10,ES,5246.25,1112925
2024-05-13,ES,5245.5,922763
2024-05-14,ES,5269.5,1252615
2024-05-15,ES,5333.0,1391029
2024-05-16,ES,5320.25,1207843
2024-05-17,ES,5327.25,1052765
2024-05-20,ES,5331.75,1031456
2024-05-21,ES,5345.25,1011849
2024-05-22,ES,5328.0,1257477
2024-05-23,ES,5285.25,2012153
2024-05-24,ES,5321.5,1264244
2024-05-28,ES,5324.75,1387872
2024-05-29,ES,5284.0,1445855
2024-05-30,ES,5253.0,1495148
2024-05-31,ES,5295.5,2452894
2024-06-03,ES,5297.25,1785532
2024-06-04,ES,5304.0,1679093
2024-06-05,ES,5366.0,1450596
2024-06-06,ES,5364.0,1228240
2024-06-07,ES,5355.75,1591439
2024-06-10,ES,5371.25,1185881
2024-06-11,ES,5384.0,1413433
2024-06-12,ES,5427.5,1899786
2024-06-13,ES,5438.5,1682858
2024-06-14,ES,5437.5,1789793
2024-06-17,ES,5478.5,1589643
2024-06-18,ES,5491.0,820053
2024-06-20,ES,5476.75,571332
2024-06-21,ES,5471.89013671875,1392213
2024-06-24,ES,5517.0,1410359
2024-06-25,ES,5537.0,1141183
2024-06-26,ES,5543.5,1197372
2024-06-27,ES,5546.0,1257121
2024-06-28,ES,5521.5,1855777
2024-07-01,ES,5533.75,1432355
2024-07-02,ES,5568.75,1315097
2024-07-03,ES,5590.25,808966
2024-07-05,ES,5621.5,1233173
2024-07-08,ES,5625.25,981186
2024-07-09,ES,5631.25,1063568
2024-07-10,ES,5688.0,1200224
2024-07-11,ES,5639.75,1970766
2024-07-12,ES,5664.75,1684437
2024-07-15,ES,5683.0,1701349
2024-07-16,ES,5717.25,1485113
2024-07-17,ES,5639.0,2059862
2024-07-18,ES,5594.5,2528379
2024-07-19,ES,5553.75,2106581
2024-07-22,ES,5610.75,1671918
2024-07-23,ES,5599.25,1385653
2024-07-24,ES,5472.0,2178690
2024-07-25,ES,5441.25,2888086
2024-07-26,ES,5499.0,1977698
2024-07-29,ES,5503.0,1697647
2024-07-30,ES,5472.5,2053956
2024-07-31,ES,5558.0,2156505
2024-08-01,ES,5480.25,2751690
2024-08-02,ES,5376.0,3239738
2024-08-05,ES,5217.5,3436090
2024-08-06,ES,5266.25,2172067
2024-08-07,ES,5227.5,2247229
2024-08-08,ES,5348.25,1912347
2024-08-09,ES,5370.25,1412017
2024-08-12,ES,5369.75,1219995
2024-08-13,ES,5459.0,1271171
2024-08-14,ES,5477.0,1301826
2024-08-15,ES,5567.5,1440377
2024-08-16,ES,5578.25,1183498
2024-08-19,ES,5630.0,1010612
2024-08-20,ES,5619.75,1020393
2024-08-21,ES,5641.5,1086814
